pair_group,source_notice_id,target_notice_id,source_buyer_key,target_buyer_key,source_cpv_clean,target_cpv_clean,same_buyer_key,same_cpv_clean,same_cpv_division,word_tfidf_cosine,char_ngram_cosine,token_jaccard,key_term_overlap,source_objet_clean,target_objet_clean
hard_negative_candidate_pool,22-60532,24-44541,SIRET:52926090300016,SIRET:52926090300016,32342410,32323300,True,False,True,1.0000000000000002,0.9999999999999998,1.0,1.0,Fourniture De Materiel Technique Pour Le Parcours Nocturne Scenographie De L'Abbaye De Fontevraud,FOURNITURE DE MATERIEL TECHNIQUE POUR LE PARCOURS NOCTURNE SCENOGRAPHIE DE L'ABBAYE DE FONTEVRAUD
hard_negative_candidate_pool,19-174485,24-46334,SIRET:21720181300011,SIRET:21720181300011,60100000,60170000,True,False,True,1.0,0.9999999999999996,1.0,1.0,Transports de personnes avec ou sans chauffeur pour activités diverses - Durée de 4 ans,Transports de personnes avec ou sans chauffeur pour activités diverses - durée de 4 ans
hard_negative_candidate_pool,17-173019,20-111424,NAME:laval agglomeration,NAME:laval agglomeration,85310000,85300000,True,False,True,1.0,1.0,1.0,1.0,Accompagnement des participants PLIE,Accompagnement des participants PLIE
hard_negative_candidate_pool,16-81211,20-104401,NAME:commune de saint jean de monts,NAME:commune de saint jean de monts,09132000,09132100,True,False,True,1.0,0.9457550689810149,1.0,,Achat de carburant à la pompe pour la flotte automobile de la Ville.,Achat de carburant à la pompe pour la flotte automobile de la Ville
hard_negative_candidate_pool,16-17165,20-98686,NAME:ville de saint-denis,NAME:ville de saint-denis,60172000,60000000,True,False,True,1.0,1.0,1.0,1.0,Transport en car pour les centres de vacances de la ville de Saint-Denis,Transport en car pour les centres de vacances de la ville de Saint-Denis
hard_negative_candidate_pool,26-10350,26-6755,SIRET:26440013600471,SIRET:26440013600471,39222100,39550000,True,False,True,1.0,0.9999999999999998,1.0,,avis d'attribution,Avis d'attribution
hard_negative_candidate_pool,19-96040,23-177419,SIRET:21720181300011,SIRET:21720181300011,60100000,60170000,True,False,True,1.0,0.9999999999999996,1.0,1.0,Transports de personnes avec ou sans chauffeur pour activités diverses - Durée de 4 ans,Transports de personnes avec ou sans chauffeur pour activités diverses - durée de 4 ans
hard_negative_candidate_pool,17-141377,19-155849,NAME:comcom estuaire et sillon,NAME:comcom estuaire et sillon,18100000,18143000,True,False,True,1.0,1.0000000000000002,1.0,1.0,"Accord-cadre pour l'acquisition et la livraison de vêtements de travail, de protections jetables et d'équipements de protection individuelle","Accord-cadre pour l'acquisition et la livraison de vêtements de travail, de protections jetables et d'équipements de protection individuelle"
hard_negative_candidate_pool,19-118095,23-48794,NAME:commune de ombree d anjou,NAME:commune de ombree d anjou,55511000,55523100,True,False,True,0.9999999999999999,1.0,1.0,1.0,Fourniture de repas et fabrication sur place aux restaurants scolaires et périscolaires de la commune d'Ombrée d'Anjou,Fourniture de repas et fabrication sur place aux restaurants scolaires et périscolaires de la commune d'Ombrée d'Anjou
hard_negative_candidate_pool,22-86415,22-166957,SIRET:20002361200027,SIRET:20002361200027,79713000,79710000,True,False,True,0.9999999999999998,0.9999999999999999,1.0,1.0,gardiennage et accueil de l'école des beaux arts de nantes saint-nazaire - site de nantes et site de saint-nazaire,gardiennage et accueil de l'école des beaux arts de nantes saint-nazaire - site de nantes et site de saint-nazaire
hard_negative_candidate_pool,19-90615,24-8263,SIRET:21440184600016,SIRET:21440184600016,50334000,50334110,True,False,True,0.9999999999999998,1.0000000000000002,1.0,1.0,Maintenance exploitation et évolution des systèmes de téléphonie interne,Maintenance exploitation et évolution des systèmes de téléphonie interne
hard_negative_candidate_pool,16-150222,17-88259,NAME:sofil,NAME:sofil,71210000,71200000,True,False,True,0.9999999999999997,0.9999999999999998,1.0,1.0,mission de maîtrise d'oeuvre pour la réalisation de travaux d'amélioration énergétique et restructuration de bâtiments au lycée rabelais à chinon (37),mission de maîtrise d'oeuvre pour la réalisation de travaux d'amélioration énergétique et restructuration de bâtiments au lycée rabelais à chinon (37)
hard_negative_candidate_pool,20-128111,26-29624,NAME:mauges communaute,NAME:mauges communaute,48444100,48600000,True,False,True,0.9999999999999997,1.0000000000000002,1.0,1.0,"fourniture, installation et maintenance d'un logiciel de gestion de base de données et facturation de la redevance incitative","Fourniture, installation et maintenance d'un logiciel de gestion de base de données et facturation de la redevance incitative"
hard_negative_candidate_pool,19-150842,23-14830,NAME:departement de maine-et-loire,NAME:departement de maine-et-loire,50883000,50880000,True,False,True,0.9999999999999996,0.9999999999999996,1.0,1.0,Maintenance des équipements de cuisine et nettoyage des hottes installés dans les collèges publics et les bâtiments départementaux de Maine-et-Loire,Maintenance des équipements de cuisine et nettoyage des hottes installés dans les collèges publics et les bâtiments départementaux de Maine-et-Loire
hard_negative_candidate_pool,18-158107,25-15450,NAME:departement de la sarthe,NAME:departement de la sarthe,55523000,55300000,True,False,True,0.9643269098568443,0.9953364549341169,0.8888888888888888,0.5,Prestations de restauration de réception pour les besoins du Département de la Sarthe à l'occasion de manifestations diverses,Prestation de restauration de réception pour les besoins du Département de la Sarthe à l'occasion de manifestations diverses
hard_negative_candidate_pool,19-177971,25-15450,NAME:departement de la sarthe,NAME:departement de la sarthe,55523000,55300000,True,False,True,0.9643269098568443,0.9953364549341169,0.8888888888888888,0.5,Prestations de restauration de réception pour les besoins du Département de la Sarthe à l'occasion de manifestations diverses,Prestation de restauration de réception pour les besoins du Département de la Sarthe à l'occasion de manifestations diverses
hard_negative_candidate_pool,18-72372,23-44153,NAME:commune de pornic,NAME:commune de pornic,60172000,60130000,True,False,True,0.9448634990303404,0.8674772001010319,0.75,1.0,transports collectifs scolaires et hors scolaires (pornic),Transports collectifs scolaires et hors scolaires ville de Pornic
hard_negative_candidate_pool,15-102606,23-44153,NAME:commune de pornic,NAME:commune de pornic,60172000,60130000,True,False,True,0.9448634990303404,0.976547081960613,0.75,1.0,Transports collectifs scolaires et hors scolaires à Pornic,Transports collectifs scolaires et hors scolaires ville de Pornic
