cum_share_buyers,cum_share_notices
0.00018982536066818528,1.181711827753684e-05
0.00037965072133637056,2.363423655507368e-05
0.0005694760820045558,3.545135483261052e-05
0.0007593014426727411,4.726847311014736e-05
0.0009491268033409263,5.90855913876842e-05
0.0011389521640091116,7.090270966522104e-05
0.0013287775246772968,8.271982794275788e-05
0.0015186028853454822,9.453694622029472e-05
0.0017084282460136675,0.00010635406449783156
0.0018982536066818527,0.0001181711827753684
0.002088078967350038,0.00012998830105290525
0.002277904328018223,0.0001418054193304421
0.0024677296886864084,0.00015362253760797893
0.0026575550493545936,0.00016543965588551577
0.0028473804100227792,0.0001772567741630526
0.0030372057706909645,0.00018907389244058944
0.0032270311313591497,0.00020089101071812628
0.003416856492027335,0.00021270812899566312
0.00360668185269552,0.00022452524727319996
0.0037965072133637054,0.0002363423655507368
0.003986332574031891,0.00024815948382827364
0.004176157934700076,0.0002599766021058105
0.0043659832953682615,0.0002717937203833473
0.004555808656036446,0.0002836108386608842
0.004745634016704632,0.000295427956938421
0.004935459377372817,0.00030724507521595786
0.005125284738041002,0.00031906219349349467
0.005315110098709187,0.00033087931177103153
0.005504935459377373,0.00034269643004856834
0.0056947608200455585,0.0003545135483261052
0.005884586180713743,0.000366330666603642
0.006074411541381929,0.0003781477848811789
0.006264236902050114,0.0003899649031587157
0.006454062262718299,0.00040178202143625256
0.006643887623386484,0.0004135991397137894
0.00683371298405467,0.00042541625799132624
0.007023538344722855,0.00043723337626886305
0.00721336370539104,0.0004490504945463999
0.007403189066059226,0.00046086761282393673
0.007593014426727411,0.0004726847311014736
0.007782839787395596,0.00048450184937901046
0.007972665148063782,0.0004963189676565473
0.008162490508731966,0.0005081360859340841
0.008352315869400152,0.000519953204211621
0.008542141230068337,0.0005317703224891578
0.008731966590736523,0.0005435874407666946
0.008921791951404707,0.0005554045590442315
0.009111617312072893,0.0005672216773217684
0.009301442672741078,0.0005790387955993051
0.009491268033409264,0.000590855913876842
0.00968109339407745,0.0006026730321543788
0.009870918754745633,0.0006144901504319157
0.010060744115413819,0.0006263072687094525
0.010250569476082005,0.0006381243869869893
0.01044039483675019,0.0006499415052645262
0.010630220197418374,0.0006617586235420631
0.01082004555808656,0.0006735757418195998
0.011009870918754746,0.0006853928600971367
0.011199696279422931,0.0006972099783746736
0.011389521640091117,0.0007090270966522104
0.0115793470007593,0.0007208442149297473
0.011769172361427487,0.000732661333207284
0.011958997722095672,0.0007444784514848209
0.012148823082763858,0.0007562955697623578
0.012338648443432042,0.0007681126880398946
0.012528473804100227,0.0007799298063174314
0.012718299164768413,0.0007917469245949683
0.012908124525436599,0.0008035640428725051
0.013097949886104784,0.000815381161150042
0.013287775246772968,0.0008271982794275787
0.013477600607441154,0.0008390153977051156
0.01366742596810934,0.0008508325159826525
0.013857251328777525,0.0008626496342601893
0.01404707668944571,0.0008744667525377261
0.014236902050113895,0.000886283870815263
0.01442672741078208,0.0008981009890927998
0.014616552771450266,0.0009099181073703367
0.014806378132118452,0.0009217352256478735
0.014996203492786636,0.0009335523439254103
0.015186028853454821,0.0009453694622029472
0.015375854214123007,0.000957186580480484
0.015565679574791193,0.0009690036987580209
0.015755504935459377,0.0009808208170355578
0.015945330296127564,0.0009926379353130945
0.016135155656795748,0.0010044550535906313
0.016324981017463932,0.0010162721718681683
0.01651480637813212,0.001028089290145705
0.016704631738800303,0.001039906408423242
0.01689445709946849,0.0010517235267007788
0.017084282460136675,0.0010635406449783155
0.01727410782080486,0.0010753577632558525
0.017463933181473046,0.0010871748815333893
0.01765375854214123,0.001098991999810926
0.017843583902809414,0.001110809118088463
0.0180334092634776,0.0011226262363659997
0.018223234624145785,0.0011344433546435367
0.018413059984813972,0.0011462604729210735
0.018602885345482156,0.0011580775911986102
0.01879271070615034,0.0011698947094761472
0.018982536066818528,0.001181711827753684
0.01917236142748671,0.001193528946031221
0.0193621867881549,0.0012053460643087577
0.019552012148823083,0.0012171631825862944
0.019741837509491267,0.0012289803008638314
0.019931662870159454,0.0012407974191413682
0.020121488230827638,0.001252614537418905
0.020311313591495826,0.001264431655696442
0.02050113895216401,0.0012762487739739787
0.020690964312832193,0.0012880658922515156
0.02088078967350038,0.0012998830105290524
0.021070615034168565,0.0013117001288065892
0.02126044039483675,0.0013235172470841261
0.021450265755504936,0.0013353343653616629
0.02164009111617312,0.0013471514836391996
0.021829916476841307,0.0013589686019167366
0.02201974183750949,0.0013707857201942734
0.022209567198177675,0.0013826028384718103
0.022399392558845863,0.001394419956749347
0.022589217919514046,0.0014062370750268839
0.022779043280182234,0.0014180541933044208
0.022968868640850418,0.0014298713115819576
0.0231586940015186,0.0014416884298594946
0.02334851936218679,0.0014535055481370313
0.023538344722854973,0.001465322666414568
0.02372817008352316,0.001477139784692105
0.023917995444191344,0.0014889569029696418
0.02410782080485953,0.0015007740212471786
0.024297646165527716,0.0015125911395247155
0.0244874715261959,0.0015244082578022523
0.024677296886864084,0.0015362253760797893
0.02486712224753227,0.001548042494357326
0.025056947608200455,0.0015598596126348628
0.025246772968868642,0.0015716767309123998
0.025436598329536826,0.0015834938491899365
0.02562642369020501,0.0015953109674674733
0.025816249050873197,0.0016071280857450103
0.02600607441154138,0.001618945204022547
0.02619589977220957,0.001630762322300084
0.026385725132877753,0.0016425794405776207
0.026575550493545937,0.0016543965588551575
0.026765375854214124,0.0016662136771326945
0.026955201214882308,0.0016780307954102312
0.027145026575550492,0.0016898479136877682
0.02733485193621868,0.001701665031965305
0.027524677296886863,0.0017134821502428417
0.02771450265755505,0.0017252992685203787
0.027904328018223234,0.0017371163867979154
0.02809415337889142,0.0017489335050754522
0.028283978739559606,0.0017607506233529892
0.02847380410022779,0.001772567741630526
0.028663629460895977,0.001784384859908063
0.02885345482156416,0.0017962019781855997
0.029043280182232345,0.0018080190964631364
0.029233105542900532,0.0018198362147406734
0.029422930903568716,0.0018316533330182102
0.029612756264236904,0.001843470451295747
0.029802581624905088,0.0018552875695732839
0.02999240698557327,0.0018671046878508206
0.03018223234624146,0.0018789218061283576
0.030372057706909643,0.0018907389244058944
0.030561883067577827,0.0019025560426834311
0.030751708428246014,0.001914373160960968
0.030941533788914198,0.0019261902792385049
0.031131359149582385,0.0019380073975160418
0.03132118451025057,0.0019498245157935786
0.03151100987091875,0.0019616416340711156
0.03170083523158694,0.001973458752348652
0.03189066059225513,0.001985275870626189
0.03208048595292331,0.001997092988903726
0.032270311313591496,0.0020089101071812626
0.03246013667425968,0.0020207272254587996
0.032649962034927864,0.0020325443437363365
0.03283978739559605,0.002044361462013873
0.03302961275626424,0.00205617858029141
0.03321943811693242,0.002067995698568947
0.033409263477600606,0.002079812816846484
0.033599088838268794,0.0020916299351240205
0.03378891419893698,0.0021034470534015575
0.03397873955960516,0.0021152641716790945
0.03416856492027335,0.002127081289956631
0.034358390280941536,0.002138898408234168
0.03454821564160972,0.002150715526511705
0.034738041002277904,0.0021625326447892415
0.03492786636294609,0.0021743497630667785
0.03511769172361427,0.0021861668813443155
0.03530751708428246,0.002197983999621852
0.03549734244495065,0.002209801117899389
0.03568716780561883,0.002221618236176926
0.035876993166287015,0.002233435354454463
0.0360668185269552,0.0022452524727319995
0.03625664388762339,0.0022570695910095365
0.03644646924829157,0.0022688867092870734
0.03663629460895976,0.00228070382756461
0.036826119969627945,0.002292520945842147
0.037015945330296125,0.002304338064119684
0.03720577069096431,0.0023161551823972205
0.0373955960516325,0.0023279723006747574
0.03758542141230068,0.0023397894189522944
0.03777524677296887,0.002351606537229831
0.037965072133637055,0.002363423655507368
0.038154897494305236,0.002375240773784905
0.03834472285497342,0.002387057892062442
0.03853454821564161,0.0023988750103399784
0.0387243735763098,0.0024106921286175154
0.03891419893697798,0.0024225092468950524
0.039104024297646166,0.002434326365172589
0.03929384965831435,0.002446143483450126
0.039483675018982534,0.002457960601727663
0.03967350037965072,0.0024697777200051994
0.03986332574031891,0.0024815948382827364
0.04005315110098709,0.0024934119565602733
0.040242976461655276,0.00250522907483781
0.040432801822323464,0.002517046193115347
0.04062262718299165,0.002528863311392884
0.04081245254365983,0.0025406804296704204
0.04100227790432802,0.0025524975479479573
0.041192103264996206,0.0025643146662254943
