nom_acheteur,site_profil_acheteur,site_proposition,date_dernier_avis,dernier_site_en_date,profile_row_id,profile_buyer_name_raw,profile_buyer_name_normalized,date_dernier_avis_parsed,dernier_site_en_date_bool,profile_raw_value,profile_domain_normalized,profile_registered_domain,profile_subdomain,profile_url_valid,profile_is_email,profile_has_multiple_values,profile_normalization_status,profile_normalization_warning,participation_raw_value,participation_domain_normalized,participation_registered_domain,participation_subdomain,participation_url_valid,participation_is_email,participation_has_multiple_values,participation_normalization_status,participation_normalization_warning
COMMUNAUTE COMMUNES HUISNE SARTHOISE,www.marches-publics.info,,2016-12-18,1,3183,COMMUNAUTE COMMUNES HUISNE SARTHOISE,communaute communes huisne sarthoise,2016-12-18,True,www.marches-publics.info,marches-publics.info,marches-publics.info,,True,False,False,OK_WITH_WARNING,missing_protocol,,,,,False,False,False,MISSING,empty
COMMUNAUTE COMMUNES MONTMORILLONNAIS,marches-securises.fr,,2015-09-28,1,3184,COMMUNAUTE COMMUNES MONTMORILLONNAIS,communaute communes montmorillonnais,2015-09-28,True,marches-securises.fr,marches-securises.fr,marches-securises.fr,,True,False,False,OK_WITH_WARNING,missing_protocol,,,,,False,False,False,MISSING,empty
COMMUNAUTE COMMUNES PAYS DE CRAPONNE,marchespublics.cdg43.fr,,2015-09-29,1,3185,COMMUNAUTE COMMUNES PAYS DE CRAPONNE,communaute communes pays de craponne,2015-09-29,True,marchespublics.cdg43.fr,marchespublics.cdg43.fr,cdg43.fr,marchespublics,True,False,False,OK_WITH_WARNING,missing_protocol,,,,,False,False,False,MISSING,empty
COMMUNAUTE COMMUNES PAYS DE L ARBRESLE,www.paysdelarbresle.marcoweb.fr,www.marches-securises.fr,2020-04-09,1,3186,COMMUNAUTE COMMUNES PAYS DE L ARBRESLE,communaute communes pays de l arbresle,2020-04-09,True,www.paysdelarbresle.marcoweb.fr,paysdelarbresle.marcoweb.fr,marcoweb.fr,paysdelarbresle,True,False,False,OK_WITH_WARNING,missing_protocol,www.marches-securises.fr,marches-securises.fr,marches-securises.fr,,True,False,False,OK_WITH_WARNING,missing_protocol
COMMUNAUTE COMMUNES PAYS DE L ARBRESLE,marches-ccpa.omnikles.com,marches-ccpa.omnikles.com,2020-02-05,0,3187,COMMUNAUTE COMMUNES PAYS DE L ARBRESLE,communaute communes pays de l arbresle,2020-02-05,False,marches-ccpa.omnikles.com,marches-ccpa.omnikles.com,omnikles.com,marches-ccpa,True,False,False,OK_WITH_WARNING,missing_protocol,marches-ccpa.omnikles.com,marches-ccpa.omnikles.com,omnikles.com,marches-ccpa,True,False,False,OK_WITH_WARNING,missing_protocol
COMMUNAUTE COMMUNES PAYS DE L ARBRESLE,www.marches-ccpa.omnikles.com,,2019-08-19,0,3188,COMMUNAUTE COMMUNES PAYS DE L ARBRESLE,communaute communes pays de l arbresle,2019-08-19,False,www.marches-ccpa.omnikles.com,marches-ccpa.omnikles.com,omnikles.com,marches-ccpa,True,False,False,OK_WITH_WARNING,missing_protocol,,,,,False,False,False,MISSING,empty
COMMUNAUTE COMMUNES PAYS DE L ARBRESLE,webmarche.eu,,2018-12-20,0,3189,COMMUNAUTE COMMUNES PAYS DE L ARBRESLE,communaute communes pays de l arbresle,2018-12-20,False,webmarche.eu,webmarche.eu,webmarche.eu,,True,False,False,OK_WITH_WARNING,missing_protocol,,,,,False,False,False,MISSING,empty
COMMUNAUTE COMMUNES PAYS DE L ARBRESLE,www.webmarche.eu,,2018-11-10,0,3190,COMMUNAUTE COMMUNES PAYS DE L ARBRESLE,communaute communes pays de l arbresle,2018-11-10,False,www.webmarche.eu,webmarche.eu,webmarche.eu,,True,False,False,OK_WITH_WARNING,missing_protocol,,,,,False,False,False,MISSING,empty
COMMUNAUTE COMMUNES PAYS DE L ARBRESLE,wemarche.eu,,2018-06-07,0,3191,COMMUNAUTE COMMUNES PAYS DE L ARBRESLE,communaute communes pays de l arbresle,2018-06-07,False,wemarche.eu,wemarche.eu,wemarche.eu,,True,False,False,OK_WITH_WARNING,missing_protocol,,,,,False,False,False,MISSING,empty
COMMUNAUTE COMMUNES PAYS DE L ARBRESLE,www.wabmarche.eu,,2017-08-07,0,3192,COMMUNAUTE COMMUNES PAYS DE L ARBRESLE,communaute communes pays de l arbresle,2017-08-07,False,www.wabmarche.eu,wabmarche.eu,wabmarche.eu,,True,False,False,OK_WITH_WARNING,missing_protocol,,,,,False,False,False,MISSING,empty
COMMUNAUTE COMMUNES PAYS DE REDON,www.megalis.bretagne.bzh,marches.megalis.bretagne.bzh,2020-10-01,1,3193,COMMUNAUTE COMMUNES PAYS DE REDON,communaute communes pays de redon,2020-10-01,True,www.megalis.bretagne.bzh,megalis.bretagne.bzh,bretagne.bzh,megalis,True,False,False,OK_WITH_WARNING,missing_protocol,marches.megalis.bretagne.bzh,marches.megalis.bretagne.bzh,bretagne.bzh,marches.megalis,True,False,False,OK_WITH_WARNING,missing_protocol
COMMUNAUTE COMMUNES PAYS DU VERMANDOIS,www.xmarches.fr,www.xmarches.fr,2019-10-24,1,3194,COMMUNAUTE COMMUNES PAYS DU VERMANDOIS,communaute communes pays du vermandois,2019-10-24,True,www.xmarches.fr,xmarches.fr,xmarches.fr,,True,False,False,OK_WITH_WARNING,missing_protocol,www.xmarches.fr,xmarches.fr,xmarches.fr,,True,False,False,OK_WITH_WARNING,missing_protocol
COMMUNAUTE COMMUNES REGION D AUDRUICQ,www.achatpublic.com,,2017-08-08,1,3195,COMMUNAUTE COMMUNES REGION D AUDRUICQ,communaute communes region d audruicq,2017-08-08,True,www.achatpublic.com,achatpublic.com,achatpublic.com,,True,False,False,OK_WITH_WARNING,missing_protocol,,,,,False,False,False,MISSING,empty
COMMUNAUTE COMMUNES SUD AVESNOIS,www.marches-securises.fr,,2018-12-28,1,3196,COMMUNAUTE COMMUNES SUD AVESNOIS,communaute communes sud avesnois,2018-12-28,True,www.marches-securises.fr,marches-securises.fr,marches-securises.fr,,True,False,False,OK_WITH_WARNING,missing_protocol,,,,,False,False,False,MISSING,empty
COMMUNAUTE COMMUNES VALLEE DU GARON,www.marches-publics.info,,2020-03-20,1,3197,COMMUNAUTE COMMUNES VALLEE DU GARON,communaute communes vallee du garon,2020-03-20,True,www.marches-publics.info,marches-publics.info,marches-publics.info,,True,False,False,OK_WITH_WARNING,missing_protocol,,,,,False,False,False,MISSING,empty
COMMUNAUTE COMMUNES VALLEE DU GARON,agysoft.marches-publics.info,,2019-04-03,0,3198,COMMUNAUTE COMMUNES VALLEE DU GARON,communaute communes vallee du garon,2019-04-03,False,agysoft.marches-publics.info,agysoft.marches-publics.info,marches-publics.info,agysoft,True,False,False,OK_WITH_WARNING,missing_protocol,,,,,False,False,False,MISSING,empty
COMMUNAUTE COMMUNES VALLEE DU GARON,www.agysoft.marches-publics.info,,2019-03-18,0,3199,COMMUNAUTE COMMUNES VALLEE DU GARON,communaute communes vallee du garon,2019-03-18,False,www.agysoft.marches-publics.info,agysoft.marches-publics.info,marches-publics.info,agysoft,True,False,False,OK_WITH_WARNING,missing_protocol,,,,,False,False,False,MISSING,empty
COMMUNAUTE D AGGL BEZIERS MEDITERRANEE,agglobeziers.marches-publics.info,,2020-11-07,1,3200,COMMUNAUTE D AGGL BEZIERS MEDITERRANEE,communaute d aggl beziers mediterranee,2020-11-07,True,agglobeziers.marches-publics.info,agglobeziers.marches-publics.info,marches-publics.info,agglobeziers,True,False,False,OK_WITH_WARNING,missing_protocol,,,,,False,False,False,MISSING,empty
COMMUNAUTE D AGGL BEZIERS MEDITERRANEE,cabeme.marcoweb.fr,,2018-09-05,0,3201,COMMUNAUTE D AGGL BEZIERS MEDITERRANEE,communaute d aggl beziers mediterranee,2018-09-05,False,cabeme.marcoweb.fr,cabeme.marcoweb.fr,marcoweb.fr,cabeme,True,False,False,OK_WITH_WARNING,missing_protocol,,,,,False,False,False,MISSING,empty
COMMUNAUTE D AGGL DU GRAND CAHORS,agysoft.marches-publics.info,,2020-04-18,1,3202,COMMUNAUTE D AGGL DU GRAND CAHORS,communaute d aggl du grand cahors,2020-04-18,True,agysoft.marches-publics.info,agysoft.marches-publics.info,marches-publics.info,agysoft,True,False,False,OK_WITH_WARNING,missing_protocol,,,,,False,False,False,MISSING,empty
COMMUNAUTE D AGGL DU GRAND VERDUN,webmarche.adullact.org,,2020-11-28,1,3203,COMMUNAUTE D AGGL DU GRAND VERDUN,communaute d aggl du grand verdun,2020-11-28,True,webmarche.adullact.org,webmarche.adullact.org,adullact.org,webmarche,True,False,False,OK_WITH_WARNING,missing_protocol,,,,,False,False,False,MISSING,empty
COMMUNAUTE D AGGL DU GRAND VERDUN,www.webmarche.adullact.org,,2019-08-09,0,3204,COMMUNAUTE D AGGL DU GRAND VERDUN,communaute d aggl du grand verdun,2019-08-09,False,www.webmarche.adullact.org,webmarche.adullact.org,adullact.org,webmarche,True,False,False,OK_WITH_WARNING,missing_protocol,,,,,False,False,False,MISSING,empty
COMMUNAUTE D AGGL DU GRAND VERDUN,https,,2018-06-19,0,3205,COMMUNAUTE D AGGL DU GRAND VERDUN,communaute d aggl du grand verdun,2018-06-19,False,https,https,,,False,False,False,MALFORMED,missing_protocol;invalid_domain,,,,,False,False,False,MISSING,empty
COMMUNAUTE D AGGL DU VAL DE FENSCH,www.achatpublic.com,www.achatpublic.com,2020-12-26,1,3206,COMMUNAUTE D AGGL DU VAL DE FENSCH,communaute d aggl du val de fensch,2020-12-26,True,www.achatpublic.com,achatpublic.com,achatpublic.com,,True,False,False,OK_WITH_WARNING,missing_protocol,www.achatpublic.com,achatpublic.com,achatpublic.com,,True,False,False,OK_WITH_WARNING,missing_protocol
COMMUNAUTE D AGGL DU VAL DE FENSCH,achatpublic.com,,2019-09-18,0,3207,COMMUNAUTE D AGGL DU VAL DE FENSCH,communaute d aggl du val de fensch,2019-09-18,False,achatpublic.com,achatpublic.com,achatpublic.com,,True,False,False,OK_WITH_WARNING,missing_protocol,,,,,False,False,False,MISSING,empty
COMMUNAUTE D AGGL HERAULT MEDITERRANEE,agglo-heraultmediterranee.marches-publics.info,,2020-08-05,1,3208,COMMUNAUTE D AGGL HERAULT MEDITERRANEE,communaute d aggl herault mediterranee,2020-08-05,True,agglo-heraultmediterranee.marches-publics.info,agglo-heraultmediterranee.marches-publics.info,marches-publics.info,agglo-heraultmediterranee,True,False,False,OK_WITH_WARNING,missing_protocol,,,,,False,False,False,MISSING,empty
COMMUNAUTE D AGGL SUD SAINTE BAUME,www.marches-securises.fr,,2019-07-03,1,3209,COMMUNAUTE D AGGL SUD SAINTE BAUME,communaute d aggl sud sainte baume,2019-07-03,True,www.marches-securises.fr,marches-securises.fr,marches-securises.fr,,True,False,False,OK_WITH_WARNING,missing_protocol,,,,,False,False,False,MISSING,empty
COMMUNAUTE D AGGL SUD SAINTE BAUME,www.marches.securises.fr,,2019-01-30,0,3210,COMMUNAUTE D AGGL SUD SAINTE BAUME,communaute d aggl sud sainte baume,2019-01-30,False,www.marches.securises.fr,marches.securises.fr,securises.fr,marches,True,False,False,OK_WITH_WARNING,missing_protocol,,,,,False,False,False,MISSING,empty
COMMUNAUTE D AGGL VITRE COMMUNAUTE,marches.megalisbretagne.org,,2018-04-12,1,3211,COMMUNAUTE D AGGL VITRE COMMUNAUTE,communaute d aggl vitre communaute,2018-04-12,True,marches.megalisbretagne.org,marches.megalisbretagne.org,megalisbretagne.org,marches,True,False,False,OK_WITH_WARNING,missing_protocol,,,,,False,False,False,MISSING,empty
COMMUNAUTE D AGGLO DU PAYS AJACCIEN,www.marches-publics.info,www.marches-publics.info,2020-12-18,1,3212,COMMUNAUTE D AGGLO DU PAYS AJACCIEN,communaute d agglo du pays ajaccien,2020-12-18,True,www.marches-publics.info,marches-publics.info,marches-publics.info,,True,False,False,OK_WITH_WARNING,missing_protocol,www.marches-publics.info,marches-publics.info,marches-publics.info,,True,False,False,OK_WITH_WARNING,missing_protocol
COMMUNAUTE D AGGLO DU PAYS AJACCIEN,www.marche.public.info.fr,,2018-06-11,0,3213,COMMUNAUTE D AGGLO DU PAYS AJACCIEN,communaute d agglo du pays ajaccien,2018-06-11,False,www.marche.public.info.fr,marche.public.info.fr,info.fr,marche.public,True,False,False,OK_WITH_WARNING,missing_protocol,,,,,False,False,False,MISSING,empty
COMMUNAUTE D AGGLO MARNE ET GONDOIRE,www.marneetgondoire.fr,www.marneetgondoire.fr,2020-10-17,1,3214,COMMUNAUTE D AGGLO MARNE ET GONDOIRE,communaute d agglo marne et gondoire,2020-10-17,True,www.marneetgondoire.fr,marneetgondoire.fr,marneetgondoire.fr,,True,False,False,OK_WITH_WARNING,missing_protocol,www.marneetgondoire.fr,marneetgondoire.fr,marneetgondoire.fr,,True,False,False,OK_WITH_WARNING,missing_protocol
COMMUNAUTE D AGGLOMERATION DE CAMBRAI,marchespublics596280.fr,,2019-12-24,1,3215,COMMUNAUTE D AGGLOMERATION DE CAMBRAI,communaute d agglomeration de cambrai,2019-12-24,True,marchespublics596280.fr,marchespublics596280.fr,marchespublics596280.fr,,True,False,False,OK_WITH_WARNING,missing_protocol,,,,,False,False,False,MISSING,empty
COMMUNAUTE D AGGLOMERATION DE CAMBRAI,marches.rvvn.org,,2019-03-13,0,3216,COMMUNAUTE D AGGLOMERATION DE CAMBRAI,communaute d agglomeration de cambrai,2019-03-13,False,marches.rvvn.org,marches.rvvn.org,rvvn.org,marches,True,False,False,OK_WITH_WARNING,missing_protocol,,,,,False,False,False,MISSING,empty
COMMUNAUTE D AGGLOMERATION DE VESOUL,www.marches-securises.fr,,2020-12-26,1,3217,COMMUNAUTE D AGGLOMERATION DE VESOUL,communaute d agglomeration de vesoul,2020-12-26,True,www.marches-securises.fr,marches-securises.fr,marches-securises.fr,,True,False,False,OK_WITH_WARNING,missing_protocol,,,,,False,False,False,MISSING,empty
COMMUNAUTE D AGGLOMERATION LA ROCHELLE,agglolr.marcoweb.fr,,2018-06-03,1,3218,COMMUNAUTE D AGGLOMERATION LA ROCHELLE,communaute d agglomeration la rochelle,2018-06-03,True,agglolr.marcoweb.fr,agglolr.marcoweb.fr,marcoweb.fr,agglolr,True,False,False,OK_WITH_WARNING,missing_protocol,,,,,False,False,False,MISSING,empty
COMMUNAUTE D AGGLOMERATION LA ROCHELLE,www.agglolr.marcoweb.fr,,2017-10-19,0,3219,COMMUNAUTE D AGGLOMERATION LA ROCHELLE,communaute d agglomeration la rochelle,2017-10-19,False,www.agglolr.marcoweb.fr,agglolr.marcoweb.fr,marcoweb.fr,agglolr,True,False,False,OK_WITH_WARNING,missing_protocol,,,,,False,False,False,MISSING,empty
COMMUNAUTE D AGGLOMERATION SEINE EURE,www.mpe27.fr,,2020-07-31,1,3220,COMMUNAUTE D AGGLOMERATION SEINE EURE,communaute d agglomeration seine eure,2020-07-31,True,www.mpe27.fr,mpe27.fr,mpe27.fr,,True,False,False,OK_WITH_WARNING,missing_protocol,,,,,False,False,False,MISSING,empty
COMMUNAUTE D AGGLOMERATION TULLE AGGLO,www.marches-securises.fr,,2020-12-10,1,3221,COMMUNAUTE D AGGLOMERATION TULLE AGGLO,communaute d agglomeration tulle agglo,2020-12-10,True,www.marches-securises.fr,marches-securises.fr,marches-securises.fr,,True,False,False,OK_WITH_WARNING,missing_protocol,,,,,False,False,False,MISSING,empty
COMMUNAUTE D AGGLOMERATION TULLE AGGLO,www.achatpublic.com,,2019-05-22,0,3222,COMMUNAUTE D AGGLOMERATION TULLE AGGLO,communaute d agglomeration tulle agglo,2019-05-22,False,www.achatpublic.com,achatpublic.com,achatpublic.com,,True,False,False,OK_WITH_WARNING,missing_protocol,,,,,False,False,False,MISSING,empty
COMMUNAUTE D AGL D HENIN CARVIN,www.marches-publics.info,,2020-10-15,1,3223,COMMUNAUTE D AGL D HENIN CARVIN,communaute d agl d henin carvin,2020-10-15,True,www.marches-publics.info,marches-publics.info,marches-publics.info,,True,False,False,OK_WITH_WARNING,missing_protocol,,,,,False,False,False,MISSING,empty
COMMUNAUTE D AGL DE DEMBENI MAMOUDZOU,www.achatpublic.com,,2019-05-15,1,3224,COMMUNAUTE D AGL DE DEMBENI MAMOUDZOU,communaute d agl de dembeni mamoudzou,2019-05-15,True,www.achatpublic.com,achatpublic.com,achatpublic.com,,True,False,False,OK_WITH_WARNING,missing_protocol,,,,,False,False,False,MISSING,empty
COMMUNAUTE D AGL DU NORD BASSE TERRE,Eguadeloupe.com,www.eguadeloupe.com,2020-10-26,1,3225,COMMUNAUTE D AGL DU NORD BASSE TERRE,communaute d agl du nord basse terre,2020-10-26,True,Eguadeloupe.com,eguadeloupe.com,eguadeloupe.com,,True,False,False,OK_WITH_WARNING,missing_protocol,www.eguadeloupe.com,eguadeloupe.com,eguadeloupe.com,,True,False,False,OK_WITH_WARNING,missing_protocol
COMMUNAUTE D AGL DU NORD BASSE TERRE,www.eguadeloupe.com,,2020-10-25,0,3226,COMMUNAUTE D AGL DU NORD BASSE TERRE,communaute d agl du nord basse terre,2020-10-25,False,www.eguadeloupe.com,eguadeloupe.com,eguadeloupe.com,,True,False,False,OK_WITH_WARNING,missing_protocol,,,,,False,False,False,MISSING,empty
COMMUNAUTE D AGL DU NORD BASSE TERRE,eguadeloupe.com,www.eguadeloupe.com,2019-12-30,0,3227,COMMUNAUTE D AGL DU NORD BASSE TERRE,communaute d agl du nord basse terre,2019-12-30,False,eguadeloupe.com,eguadeloupe.com,eguadeloupe.com,,True,False,False,OK_WITH_WARNING,missing_protocol,www.eguadeloupe.com,eguadeloupe.com,eguadeloupe.com,,True,False,False,OK_WITH_WARNING,missing_protocol
COMMUNAUTE D AGL DU PAYS VIENNOIS,paysviennois.marcoweb.fr,,2017-12-31,1,3228,COMMUNAUTE D AGL DU PAYS VIENNOIS,communaute d agl du pays viennois,2017-12-31,True,paysviennois.marcoweb.fr,paysviennois.marcoweb.fr,marcoweb.fr,paysviennois,True,False,False,OK_WITH_WARNING,missing_protocol,,,,,False,False,False,MISSING,empty
COMMUNAUTE D AGL DU PUY EN VELAY,agysoft.marches-publics.info,agysoft.marches-publics.info,2020-11-28,1,3229,COMMUNAUTE D AGL DU PUY EN VELAY,communaute d agl du puy en velay,2020-11-28,True,agysoft.marches-publics.info,agysoft.marches-publics.info,marches-publics.info,agysoft,True,False,False,OK_WITH_WARNING,missing_protocol,agysoft.marches-publics.info,agysoft.marches-publics.info,marches-publics.info,agysoft,True,False,False,OK_WITH_WARNING,missing_protocol
COMMUNAUTE D AGL GRD BESANCON,www.marches.grandbesancon.fr,,2019-03-06,1,3230,COMMUNAUTE D AGL GRD BESANCON,communaute d agl grd besancon,2019-03-06,True,www.marches.grandbesancon.fr,marches.grandbesancon.fr,grandbesancon.fr,marches,True,False,False,OK_WITH_WARNING,missing_protocol,,,,,False,False,False,MISSING,empty
COMMUNAUTE D AGL LA RIVIERA DU LEVANT,www.marches-securises.fr,www.marches-securises.fr,2020-10-24,1,3231,COMMUNAUTE D AGL LA RIVIERA DU LEVANT,communaute d agl la riviera du levant,2020-10-24,True,www.marches-securises.fr,marches-securises.fr,marches-securises.fr,,True,False,False,OK_WITH_WARNING,missing_protocol,www.marches-securises.fr,marches-securises.fr,marches-securises.fr,,True,False,False,OK_WITH_WARNING,missing_protocol
COMMUNAUTE D AGL LIMOGES METROPOLE,agglo-limoges.e-marchespublics.com,agglo-limoges.e-marchespublics.com,2020-12-23,1,3232,COMMUNAUTE D AGL LIMOGES METROPOLE,communaute d agl limoges metropole,2020-12-23,True,agglo-limoges.e-marchespublics.com,agglo-limoges.e-marchespublics.com,e-marchespublics.com,agglo-limoges,True,False,False,OK_WITH_WARNING,missing_protocol,agglo-limoges.e-marchespublics.com,agglo-limoges.e-marchespublics.com,e-marchespublics.com,agglo-limoges,True,False,False,OK_WITH_WARNING,missing_protocol
COMMUNAUTE D AGL PORTE DE L ISERE,www.capi-agglo.fr,,2020-12-13,1,3233,COMMUNAUTE D AGL PORTE DE L ISERE,communaute d agl porte de l isere,2020-12-13,True,www.capi-agglo.fr,capi-agglo.fr,capi-agglo.fr,,True,False,False,OK_WITH_WARNING,missing_protocol,,,,,False,False,False,MISSING,empty
COMMUNAUTE D AGL ROISSY PAYS DE FRANCE,www.roissypaysdefrance.fr,,2020-12-23,1,3234,COMMUNAUTE D AGL ROISSY PAYS DE FRANCE,communaute d agl roissy pays de france,2020-12-23,True,www.roissypaysdefrance.fr,roissypaysdefrance.fr,roissypaysdefrance.fr,,True,False,False,OK_WITH_WARNING,missing_protocol,,,,,False,False,False,MISSING,empty
COMMUNAUTE D AGL ROISSY PAYS DE FRANCE,agysoft.marches-publics.info,agysoft.marches-publics.info,2019-01-06,0,3235,COMMUNAUTE D AGL ROISSY PAYS DE FRANCE,communaute d agl roissy pays de france,2019-01-06,False,agysoft.marches-publics.info,agysoft.marches-publics.info,marches-publics.info,agysoft,True,False,False,OK_WITH_WARNING,missing_protocol,agysoft.marches-publics.info,agysoft.marches-publics.info,marches-publics.info,agysoft,True,False,False,OK_WITH_WARNING,missing_protocol
COMMUNAUTE D'AGGLO DU BASSIN DE BRIVE,www.marches-publics.info,,2020-12-26,1,3236,COMMUNAUTE D'AGGLO DU BASSIN DE BRIVE,communaute d agglo du bassin de brive,2020-12-26,True,www.marches-publics.info,marches-publics.info,marches-publics.info,,True,False,False,OK_WITH_WARNING,missing_protocol,,,,,False,False,False,MISSING,empty
COMMUNAUTE D'AGGLO DU BASSIN DE BRIVE,marchespublics-agglobrive.omnikles.com,,2019-09-19,0,3237,COMMUNAUTE D'AGGLO DU BASSIN DE BRIVE,communaute d agglo du bassin de brive,2019-09-19,False,marchespublics-agglobrive.omnikles.com,marchespublics-agglobrive.omnikles.com,omnikles.com,marchespublics-agglobrive,True,False,False,OK_WITH_WARNING,missing_protocol,,,,,False,False,False,MISSING,empty
COMMUNAUTE D'AGGLO DU GARD RHODANIEN,www.midilibre-marchespublics.com,www.midilibre-marchespublics.com,2020-09-27,1,3238,COMMUNAUTE D'AGGLO DU GARD RHODANIEN,communaute d agglo du gard rhodanien,2020-09-27,True,www.midilibre-marchespublics.com,midilibre-marchespublics.com,midilibre-marchespublics.com,,True,False,False,OK_WITH_WARNING,missing_protocol,www.midilibre-marchespublics.com,midilibre-marchespublics.com,midilibre-marchespublics.com,,True,False,False,OK_WITH_WARNING,missing_protocol
COMMUNAUTE D'AGGLOMERATION PAYS BASQUE,www.eadministration64.fr,,2018-11-07,1,3239,COMMUNAUTE D'AGGLOMERATION PAYS BASQUE,communaute d agglomeration pays basque,2018-11-07,True,www.eadministration64.fr,eadministration64.fr,eadministration64.fr,,True,False,False,OK_WITH_WARNING,missing_protocol,,,,,False,False,False,MISSING,empty
COMMUNAUTE DE CME DU PAYS MORNANTAIS,marches-paysmornantais.safetender.com,,2019-12-17,1,3240,COMMUNAUTE DE CME DU PAYS MORNANTAIS,communaute de cme du pays mornantais,2019-12-17,True,marches-paysmornantais.safetender.com,marches-paysmornantais.safetender.com,safetender.com,marches-paysmornantais,True,False,False,OK_WITH_WARNING,missing_protocol,,,,,False,False,False,MISSING,empty
COMMUNAUTE DE CME DU PAYS MORNANTAIS,marches-paysmornantais.omnikles.com,,2019-03-15,0,3241,COMMUNAUTE DE CME DU PAYS MORNANTAIS,communaute de cme du pays mornantais,2019-03-15,False,marches-paysmornantais.omnikles.com,marches-paysmornantais.omnikles.com,omnikles.com,marches-paysmornantais,True,False,False,OK_WITH_WARNING,missing_protocol,,,,,False,False,False,MISSING,empty
COMMUNAUTE DE COM ARDENNES THIERACHE,www.xmarches.fr,,2019-10-20,1,3242,COMMUNAUTE DE COM ARDENNES THIERACHE,communaute de com ardennes thierache,2019-10-20,True,www.xmarches.fr,xmarches.fr,xmarches.fr,,True,False,False,OK_WITH_WARNING,missing_protocol,,,,,False,False,False,MISSING,empty
COMMUNAUTE DE COM ARDENNES THIERACHE,www.xmarche.fr,,2017-06-03,0,3243,COMMUNAUTE DE COM ARDENNES THIERACHE,communaute de com ardennes thierache,2017-06-03,False,www.xmarche.fr,xmarche.fr,xmarche.fr,,True,False,False,OK_WITH_WARNING,missing_protocol,,,,,False,False,False,MISSING,empty
COMMUNAUTE DE COM ARDENNES THIERACHE,www.xmarches.fr.,,2016-01-18,0,3244,COMMUNAUTE DE COM ARDENNES THIERACHE,communaute de com ardennes thierache,2016-01-18,False,www.xmarches.fr.,xmarches.fr,xmarches.fr,,True,False,False,OK_WITH_WARNING,missing_protocol,,,,,False,False,False,MISSING,empty
COMMUNAUTE DE COM ARDENNES THIERACHE,www.spl-xdemat.fr,,2015-05-18,0,3245,COMMUNAUTE DE COM ARDENNES THIERACHE,communaute de com ardennes thierache,2015-05-18,False,www.spl-xdemat.fr,spl-xdemat.fr,spl-xdemat.fr,,True,False,False,OK_WITH_WARNING,missing_protocol,,,,,False,False,False,MISSING,empty
COMMUNAUTE DE COM LA POINTE DU MEDOC,www.boamp.fr,,2016-08-12,1,3246,COMMUNAUTE DE COM LA POINTE DU MEDOC,communaute de com la pointe du medoc,2016-08-12,True,www.boamp.fr,boamp.fr,boamp.fr,,True,False,False,OK_WITH_WARNING,missing_protocol,,,,,False,False,False,MISSING,empty
COMMUNAUTE DE COMM SAVERNE MARMOUTIER,www.alsacemarchespublics.eu,,2017-06-21,1,3247,COMMUNAUTE DE COMM SAVERNE MARMOUTIER,communaute de comm saverne marmoutier,2017-06-21,True,www.alsacemarchespublics.eu,alsacemarchespublics.eu,alsacemarchespublics.eu,,True,False,False,OK_WITH_WARNING,missing_protocol,,,,,False,False,False,MISSING,empty
COMMUNAUTE DE COMM SAVERNE MARMOUTIER,www.alsacemarchespublics.fr,,2017-06-14,0,3248,COMMUNAUTE DE COMM SAVERNE MARMOUTIER,communaute de comm saverne marmoutier,2017-06-14,False,www.alsacemarchespublics.fr,alsacemarchespublics.fr,alsacemarchespublics.fr,,True,False,False,OK_WITH_WARNING,missing_protocol,,,,,False,False,False,MISSING,empty
COMMUNAUTE DE COMMUNES ARIZE LEZE,www.marches-securises.fr,www.marches-securises.fr,2019-11-08,1,3249,COMMUNAUTE DE COMMUNES ARIZE LEZE,communaute de communes arize leze,2019-11-08,True,www.marches-securises.fr,marches-securises.fr,marches-securises.fr,,True,False,False,OK_WITH_WARNING,missing_protocol,www.marches-securises.fr,marches-securises.fr,marches-securises.fr,,True,False,False,OK_WITH_WARNING,missing_protocol
COMMUNAUTE DE COMMUNES AURE 2008,www.ladepeche-marchespublics.fr,,2016-11-18,1,3250,COMMUNAUTE DE COMMUNES AURE 2008,communaute de communes aure 2008,2016-11-18,True,www.ladepeche-marchespublics.fr,ladepeche-marchespublics.fr,ladepeche-marchespublics.fr,,True,False,False,OK_WITH_WARNING,missing_protocol,,,,,False,False,False,MISSING,empty
COMMUNAUTE DE COMMUNES AURE LOURON,www.ladepeche-marchespublics.fr,,2020-07-26,1,3251,COMMUNAUTE DE COMMUNES AURE LOURON,communaute de communes aure louron,2020-07-26,True,www.ladepeche-marchespublics.fr,ladepeche-marchespublics.fr,ladepeche-marchespublics.fr,,True,False,False,OK_WITH_WARNING,missing_protocol,,,,,False,False,False,MISSING,empty
COMMUNAUTE DE COMMUNES COEUR DE LOZERE,agysoft.marches-publics.info,,2020-01-16,1,3252,COMMUNAUTE DE COMMUNES COEUR DE LOZERE,communaute de communes coeur de lozere,2020-01-16,True,agysoft.marches-publics.info,agysoft.marches-publics.info,marches-publics.info,agysoft,True,False,False,OK_WITH_WARNING,missing_protocol,,,,,False,False,False,MISSING,empty
