profile_row_id,domain_source,profile_buyer_name_raw,profile_buyer_name_normalized,url_raw,domain_normalized,registered_domain,subdomain,url_valid,is_email,has_multiple_values,normalization_status,normalization_warning,date_dernier_avis,dernier_site_en_date
11186,profile,Etablissement Français du Sang,etablissement francais du sang,www.marches-publics.gouv.fr,marches-publics.gouv.fr,marches-publics.gouv.fr,,True,False,False,OK_WITH_WARNING,missing_protocol,2020-12-17,True
11187,profile,Etablissement Français du Sang,etablissement francais du sang,Marches-publics.gouv.fr,marches-publics.gouv.fr,marches-publics.gouv.fr,,True,False,False,OK_WITH_WARNING,missing_protocol,2020-12-14,False
11188,profile,Etablissement Français du Sang,etablissement francais du sang,dondesang.efs.sante.fr,dondesang.efs.sante.fr,sante.fr,dondesang.efs,True,False,False,OK_WITH_WARNING,missing_protocol,2020-12-03,False
11189,profile,Etablissement Français du Sang,etablissement francais du sang,marche-publics.gouv.fr,marche-publics.gouv.fr,marche-publics.gouv.fr,,True,False,False,OK_WITH_WARNING,missing_protocol,2020-12-02,False
11190,profile,Etablissement Français du Sang,etablissement francais du sang,www.etablissement-francais-du-sang.fr,etablissement-francais-du-sang.fr,etablissement-francais-du-sang.fr,,True,False,False,OK_WITH_WARNING,missing_protocol,2020-08-09,False
11191,profile,Etablissement Français du Sang,etablissement francais du sang,www.marchespublics.gouv.fr,marchespublics.gouv.fr,marchespublics.gouv.fr,,True,False,False,OK_WITH_WARNING,missing_protocol,2019-09-27,False
11192,profile,Etablissement Français du Sang,etablissement francais du sang,marches-publics.gouv.fr,marches-publics.gouv.fr,marches-publics.gouv.fr,,True,False,False,OK_WITH_WARNING,missing_protocol,2019-08-29,False
11193,profile,Etablissement Français du Sang,etablissement francais du sang,www.dondusang.net,dondusang.net,dondusang.net,,True,False,False,OK_WITH_WARNING,missing_protocol,2019-07-03,False
11194,profile,Etablissement Français du Sang,etablissement francais du sang,wwwmarches-publics.gouv.fr,wwwmarches-publics.gouv.fr,wwwmarches-publics.gouv.fr,,True,False,False,OK_WITH_WARNING,missing_protocol,2018-10-19,False
11195,profile,Etablissement Français du Sang,etablissement francais du sang,www.marches-marches.gouv.fr,marches-marches.gouv.fr,marches-marches.gouv.fr,,True,False,False,OK_WITH_WARNING,missing_protocol,2018-07-06,False
11196,profile,Etablissement Français du Sang,etablissement francais du sang,www.marche-publics.gouv.fr,marche-publics.gouv.fr,marche-publics.gouv.fr,,True,False,False,OK_WITH_WARNING,missing_protocol,2018-06-06,False
11197,profile,Etablissement Français du Sang,etablissement francais du sang,marches-publics.efs.sante.fr,marches-publics.efs.sante.fr,sante.fr,marches-publics.efs,True,False,False,OK_WITH_WARNING,missing_protocol,2015-08-07,False
11198,profile,Etablissement Français du Sang,etablissement francais du sang,wwww.marches-publics.gouv.fr,wwww.marches-publics.gouv.fr,marches-publics.gouv.fr,wwww,True,False,False,OK_WITH_WARNING,missing_protocol,2015-05-04,False
11199,profile,Etablissement Public Aménagement ORSA,etablissement public amenagement orsa,www.achatpublic.com,achatpublic.com,achatpublic.com,,True,False,False,OK_WITH_WARNING,missing_protocol,2019-10-07,True
11200,profile,Etablissement Public Aménagement ORSA,etablissement public amenagement orsa,epa-orsa.marcoweb.fr,epa-orsa.marcoweb.fr,marcoweb.fr,epa-orsa,True,False,False,OK_WITH_WARNING,missing_protocol,2017-11-29,False
11201,profile,Etablissement Public Aménagement ORSA,etablissement public amenagement orsa,epa-orsa.marco.web.fr,epa-orsa.marco.web.fr,web.fr,epa-orsa.marco,True,False,False,OK_WITH_WARNING,missing_protocol,2017-10-20,False
11202,profile,Etablissement Public Foncier 74,etablissement public foncier 74,marchespublics.ledauphine-legales.com,marchespublics.ledauphine-legales.com,ledauphine-legales.com,marchespublics,True,False,False,OK_WITH_WARNING,missing_protocol,2017-11-28,True
11203,profile,Etablissement Public Foncier Bretagne,etablissement public foncier bretagne,www.megalisbretagne.org,megalisbretagne.org,megalisbretagne.org,,True,False,False,OK_WITH_WARNING,missing_protocol,2019-02-28,True
11204,profile,Etablissement Public Foncier LR,etablissement public foncier lr,www.achatpublic.com,achatpublic.com,achatpublic.com,,True,False,False,OK_WITH_WARNING,missing_protocol,2019-10-13,True
11205,profile,Etablissement Public Foncier Local,etablissement public foncier local,www.achatpublic.com,achatpublic.com,achatpublic.com,,True,False,False,OK_WITH_WARNING,missing_protocol,2015-04-15,True
11206,profile,Etablissement Public Loire,etablissement public loire,eptb-loire.e-marchespublics.com,eptb-loire.e-marchespublics.com,e-marchespublics.com,eptb-loire,True,False,False,OK_WITH_WARNING,missing_protocol,2019-12-29,True
11207,profile,Etablissement Public Loire,etablissement public loire,www.eptb-loire.fr,eptb-loire.fr,eptb-loire.fr,,True,False,False,OK_WITH_WARNING,missing_protocol,2016-04-22,False
11208,profile,Etablissement Public Paris-Saclay,etablissement public paris-saclay,www.achatpublic.com,achatpublic.com,achatpublic.com,,True,False,False,OK_WITH_WARNING,missing_protocol,2019-01-17,True
11209,profile,Etablissement Public de Coopération Cu,etablissement public de cooperation cu,agysoft.marches-publics.info,agysoft.marches-publics.info,marches-publics.info,agysoft,True,False,False,OK_WITH_WARNING,missing_protocol,2019-11-07,True
11210,profile,Etablissement Public du Musée d'Orsay,etablissement public du musee d orsay,musee-orsay.e-marchespublics.com,musee-orsay.e-marchespublics.com,e-marchespublics.com,musee-orsay,True,False,False,OK_WITH_WARNING,missing_protocol,2018-10-13,True
11211,profile,Etablissement Public du Musée d'Orsay,etablissement public du musee d orsay,www.e-marchespublics.com,e-marchespublics.com,e-marchespublics.com,,True,False,False,OK_WITH_WARNING,missing_protocol,2018-10-10,False
11212,profile,Etablissement Public du Musée d'Orsay,etablissement public du musee d orsay,e-marchespublics.com,e-marchespublics.com,e-marchespublics.com,,True,False,False,OK_WITH_WARNING,missing_protocol,2017-12-17,False
11213,profile,Etablissement Public foncier PACA,etablissement public foncier paca,www.epfpaca.com,epfpaca.com,epfpaca.com,,True,False,False,OK_WITH_WARNING,missing_protocol,2017-07-09,True
11214,profile,Etablissement médico social,etablissement medico social,www.marches-securises.fr,marches-securises.fr,marches-securises.fr,,True,False,False,OK_WITH_WARNING,missing_protocol,2018-06-25,True
11215,profile,Etablissement public,etablissement public,www.marches-publics.gouv.fr,marches-publics.gouv.fr,marches-publics.gouv.fr,,True,False,False,OK_WITH_WARNING,missing_protocol,2019-05-10,True
11216,profile,Etablissement public,etablissement public,marches-publics.gouv.fr,marches-publics.gouv.fr,marches-publics.gouv.fr,,True,False,False,OK_WITH_WARNING,missing_protocol,2019-04-28,False
11217,profile,Etablissement public,etablissement public,marches.quaibranly.fr,marches.quaibranly.fr,quaibranly.fr,marches,True,False,False,OK_WITH_WARNING,missing_protocol,2017-11-17,False
11218,profile,Etablissement public,etablissement public,ecole.marches-publics.gouv.fr,ecole.marches-publics.gouv.fr,marches-publics.gouv.fr,ecole,True,False,False,OK_WITH_WARNING,missing_protocol,2017-08-04,False
11219,profile,Etablissement public,etablissement public,marches.publics.gouv.fr,marches.publics.gouv.fr,publics.gouv.fr,marches,True,False,False,OK_WITH_WARNING,missing_protocol,2017-06-21,False
11220,profile,Etablissement public Paris Musées,etablissement public paris musees,klekoon.com,klekoon.com,klekoon.com,,True,False,False,OK_WITH_WARNING,missing_protocol,2017-07-13,True
11221,profile,Etablissement public Paris Musées,etablissement public paris musees,www.klekoon.com,klekoon.com,klekoon.com,,True,False,False,OK_WITH_WARNING,missing_protocol,2016-03-25,False
11222,profile,Etablissement public Paris Musées,etablissement public paris musees,www.boamp.fr,boamp.fr,boamp.fr,,True,False,False,OK_WITH_WARNING,missing_protocol,2016-01-26,False
11223,profile,Etablissement public foncier Bretagne,etablissement public foncier bretagne,www.megalisbretagne.org,megalisbretagne.org,megalisbretagne.org,,True,False,False,OK_WITH_WARNING,missing_protocol,2020-09-03,True
11224,profile,Etablissement public local culturel,etablissement public local culturel,www.demat-ampa.fr,demat-ampa.fr,demat-ampa.fr,,True,False,False,OK_WITH_WARNING,missing_protocol,2018-01-17,True
11225,profile,Etablt Public Palais Justice de Paris,etablt public palais justice de paris,www.achatpublic.com,achatpublic.com,achatpublic.com,,True,False,False,OK_WITH_WARNING,missing_protocol,2016-09-08,True
11226,profile,Etablt Public du Campus de Jussieu,etablt public du campus de jussieu,www.achatpublic.com,achatpublic.com,achatpublic.com,,True,False,False,OK_WITH_WARNING,missing_protocol,2020-11-14,True
11227,profile,Etablt Public du Campus de Jussieu,etablt public du campus de jussieu,achatpublic.com,achatpublic.com,achatpublic.com,,True,False,False,OK_WITH_WARNING,missing_protocol,2017-06-26,False
11228,profile,Etapes,etapes,www.marches-publics.gouv.fr,marches-publics.gouv.fr,marches-publics.gouv.fr,,True,False,False,OK_WITH_WARNING,missing_protocol,2020-09-17,True
11229,profile,Etapes,etapes,www.achat-hopital.com,achat-hopital.com,achat-hopital.com,,True,False,False,OK_WITH_WARNING,missing_protocol,2017-05-19,False
11230,profile,"Etat, Ministère Education Nationale",etat ministere education nationale,www.achatpublic.com,achatpublic.com,achatpublic.com,,True,False,False,OK_WITH_WARNING,missing_protocol,2015-05-05,True
11231,profile,Ets Public Foncier Local de l'Oise,ets public foncier local de l oise,epflo.e-marchespublics.com,epflo.e-marchespublics.com,e-marchespublics.com,epflo,True,False,False,OK_WITH_WARNING,missing_protocol,2020-03-06,True
11232,profile,Ets Public Foncier Local de l'Oise,ets public foncier local de l oise,www.epflo.fr,epflo.fr,epflo.fr,,True,False,False,OK_WITH_WARNING,missing_protocol,2019-11-20,False
11233,profile,Ets public Musées Orsay et Orangerie,ets public musees orsay et orangerie,musee-orsay.e-marchespublics.com,musee-orsay.e-marchespublics.com,e-marchespublics.com,musee-orsay,True,False,False,OK_WITH_WARNING,missing_protocol,2017-11-15,True
11234,profile,Ets public Musées Orsay et Orangerie,ets public musees orsay et orangerie,http:,http,,,False,False,False,MALFORMED,missing_protocol;invalid_domain,2017-02-01,False
11235,profile,Ets public Musées Orsay et Orangerie,ets public musees orsay et orangerie,www.musee-orsay.fr,musee-orsay.fr,musee-orsay.fr,,True,False,False,OK_WITH_WARNING,missing_protocol,2016-05-25,False
11236,profile,EuraTechnologies,euratechnologies,marchesonline.achatpublic.com,marchesonline.achatpublic.com,achatpublic.com,marchesonline,True,False,False,OK_WITH_WARNING,missing_protocol,2020-04-02,True
11237,profile,EuraTechnologies,euratechnologies,marchesonline.com,marchesonline.com,marchesonline.com,,True,False,False,OK_WITH_WARNING,missing_protocol,2020-03-27,False
11238,profile,EuraTechnologies,euratechnologies,interco.achatpublic.com,interco.achatpublic.com,achatpublic.com,interco,True,False,False,OK_WITH_WARNING,missing_protocol,2019-07-18,False
11239,profile,Eure Habitat (OPH),eure habitat oph,marchespublics.cg27.fr,marchespublics.cg27.fr,cg27.fr,marchespublics,True,False,False,OK_WITH_WARNING,missing_protocol,2018-07-29,True
11240,profile,Eure aménagement développement,eure amenagement developpement,ead.achatpublic.com,ead.achatpublic.com,achatpublic.com,ead,True,False,False,OK_WITH_WARNING,missing_protocol,2016-02-15,True
11241,profile,Eurométropole de Strasbourg,eurometropole de strasbourg,alsacemarchespublics.eu,alsacemarchespublics.eu,alsacemarchespublics.eu,,True,False,False,OK_WITH_WARNING,missing_protocol,2020-11-29,True
11242,profile,Eurométropole de Strasbourg,eurometropole de strasbourg,alsacemarchéspublics.eu,alsacemarchéspublics.eu,,,False,False,False,MALFORMED,missing_protocol;invalid_domain,2019-05-11,False
11243,profile,Eurométropole de Strasbourg,eurometropole de strasbourg,www.alsacemarchespublics.eu,alsacemarchespublics.eu,alsacemarchespublics.eu,,True,False,False,OK_WITH_WARNING,missing_protocol,2018-01-05,False
11244,profile,Europolia mandataire toulousemetropole,europolia mandataire toulousemetropole,www.achatpublic.com,achatpublic.com,achatpublic.com,,True,False,False,OK_WITH_WARNING,missing_protocol,2020-11-07,True
11245,profile,Europolia mandataire toulousemetropole,europolia mandataire toulousemetropole,europolia.achatpublic.com,europolia.achatpublic.com,achatpublic.com,europolia,True,False,False,OK_WITH_WARNING,missing_protocol,2016-01-19,False
11246,profile,Evodia,evodia,evodia.e-marchespublics.com,evodia.e-marchespublics.com,e-marchespublics.com,evodia,True,False,False,OK_WITH_WARNING,missing_protocol,2020-08-14,True
11247,profile,Evodia,evodia,www.e-marchespublics.com,e-marchespublics.com,e-marchespublics.com,,True,False,False,OK_WITH_WARNING,missing_protocol,2018-11-24,False
11248,profile,Evodia,evodia,www.evodia.e-marchespublics.fr,evodia.e-marchespublics.fr,e-marchespublics.fr,evodia,True,False,False,OK_WITH_WARNING,missing_protocol,2018-06-07,False
11249,profile,Evolis 23,evolis 23,www.marches-securises.fr,marches-securises.fr,marches-securises.fr,,True,False,False,OK_WITH_WARNING,missing_protocol,2019-12-28,True
11250,profile,Evolis 23,evolis 23,marches-securises.fr,marches-securises.fr,marches-securises.fr,,True,False,False,OK_WITH_WARNING,missing_protocol,2016-02-29,False
11251,profile,Expansiel - DOA,expansiel - doa,www.achatpublic.com,achatpublic.com,achatpublic.com,,True,False,False,OK_WITH_WARNING,missing_protocol,2015-07-03,True
11252,profile,FACONEO,faconeo,www.achatpublic.com,achatpublic.com,achatpublic.com,,True,False,False,OK_WITH_WARNING,missing_protocol,2020-12-31,True
11253,profile,FACONEO,faconeo,faconeo.achatpublic.com,faconeo.achatpublic.com,achatpublic.com,faconeo,True,False,False,OK_WITH_WARNING,missing_protocol,2019-10-08,False
11254,profile,FAF.TT,faf tt,www.achatpublic.com,achatpublic.com,achatpublic.com,,True,False,False,OK_WITH_WARNING,missing_protocol,2019-08-26,True
11255,profile,FCPE,fcpe,www.fcpe.asso.fr,fcpe.asso.fr,fcpe.asso.fr,,True,False,False,OK_WITH_WARNING,missing_protocol,2017-02-16,True
11256,profile,FCS Campus Paris Saclay,fcs campus paris saclay,fcs-campusparissaclay.e-marchespublics.com,fcs-campusparissaclay.e-marchespublics.com,e-marchespublics.com,fcs-campusparissaclay,True,False,False,OK_WITH_WARNING,missing_protocol,2016-04-30,True
11257,profile,FCS Campus Paris Saclay,fcs campus paris saclay,universite-paris-saclay.fr,universite-paris-saclay.fr,universite-paris-saclay.fr,,True,False,False,OK_WITH_WARNING,missing_protocol,2015-10-08,False
11258,profile,FCS Campus Paris Saclay,fcs campus paris saclay,fcs-universiteparissaclay.e-marchespublics.com,fcs-universiteparissaclay.e-marchespublics.com,e-marchespublics.com,fcs-universiteparissaclay,True,False,False,OK_WITH_WARNING,missing_protocol,2015-05-04,False
11259,profile,FDAAPPMA76,fdaappma76,www.klekoon.com,klekoon.com,klekoon.com,,True,False,False,OK_WITH_WARNING,missing_protocol,2016-01-29,True
11260,profile,FDAAPPMA76,fdaappma76,www.boamp.fr,boamp.fr,boamp.fr,,True,False,False,OK_WITH_WARNING,missing_protocol,2015-05-13,False
11261,profile,FDE 62,fde 62,marchespublics-fde62.safetender.com,marchespublics-fde62.safetender.com,safetender.com,marchespublics-fde62,True,False,False,OK_WITH_WARNING,missing_protocol,2020-06-12,True
11262,profile,FDE 62,fde 62,fde62.omnikles.com,fde62.omnikles.com,omnikles.com,fde62,True,False,False,OK_WITH_WARNING,missing_protocol,2018-07-28,False
11263,profile,FDE 80 FEDE DEP D ENERGIE DE LA SOMME,fde 80 fede dep d energie de la somme,marchespublics596280.fr,marchespublics596280.fr,marchespublics596280.fr,,True,False,False,OK_WITH_WARNING,missing_protocol,2020-05-17,True
11264,profile,FDE 80 FEDE DEP D ENERGIE DE LA SOMME,fde 80 fede dep d energie de la somme,sommemarchespublics.fr,sommemarchespublics.fr,sommemarchespublics.fr,,True,False,False,OK_WITH_WARNING,missing_protocol,2017-03-24,False
11265,profile,FDE80,fde80,sommemarchespublics.fr,sommemarchespublics.fr,sommemarchespublics.fr,,True,False,False,OK_WITH_WARNING,missing_protocol,2015-07-30,True
11266,profile,FDPEPA,fdpepa,marchespublics.aude.fr,marchespublics.aude.fr,aude.fr,marchespublics,True,False,False,OK_WITH_WARNING,missing_protocol,2019-08-02,True
11267,profile,FEDE DEP D ENERGIES DES ARDENNES,fede dep d energies des ardennes,www.marches-securises.fr,marches-securises.fr,marches-securises.fr,,True,False,False,OK_WITH_WARNING,missing_protocol,2017-04-29,True
11268,profile,FEDE FRANCAISE PORTS DE PLAISANCE,fede francaise ports de plaisance,www.midilibre-marchespublics.com,midilibre-marchespublics.com,midilibre-marchespublics.com,,True,False,False,OK_WITH_WARNING,missing_protocol,2017-09-13,True
11269,profile,FEDER RHONE ALPES PROTECT DE LA NATURE,feder rhone alpes protect de la nature,frapna-loire.org,frapna-loire.org,frapna-loire.org,,True,False,False,OK_WITH_WARNING,missing_protocol,2018-07-05,True
11270,profile,FEDERAT NAL CTRE LUTTE CONTRE CANCER,federat nal ctre lutte contre cancer,unicancer.e-marchespublics.com,unicancer.e-marchespublics.com,e-marchespublics.com,unicancer,True,False,False,OK_WITH_WARNING,missing_protocol,2020-12-26,True
11271,profile,FEDERATION EAUX PUISAYE FORTERRE,federation eaux puisaye forterre,agysoft.marches-publics.info,agysoft.marches-publics.info,marches-publics.info,agysoft,True,False,False,OK_WITH_WARNING,missing_protocol,2020-11-27,True
11272,profile,FEDERATION HOSPITALIERE DE FRANCE,federation hospitaliere de france,www.achatpublic.com,achatpublic.com,achatpublic.com,,True,False,False,OK_WITH_WARNING,missing_protocol,2019-10-16,True
11273,profile,FEDERATION HOSPITALIERE DE FRANCE,federation hospitaliere de france,www.boamp.fr,boamp.fr,boamp.fr,,True,False,False,OK_WITH_WARNING,missing_protocol,2015-10-21,False
11274,profile,FFBA - Fédération Banques Alimentaires,ffba - federation banques alimentaires,www.marches-publics.info,marches-publics.info,marches-publics.info,,True,False,False,OK_WITH_WARNING,missing_protocol,2020-12-12,True
11275,profile,FINANCES PUBLIQUES DE TOURS DDFIP,finances publiques de tours ddfip,www.marches-publics.gouv.fr,marches-publics.gouv.fr,marches-publics.gouv.fr,,True,False,False,OK_WITH_WARNING,missing_protocol,2015-11-16,True
11276,profile,FINISTERE 360 Tourisme Nautisme,finistere 360 tourisme nautisme,www.bretagne-marchespublics.com,bretagne-marchespublics.com,bretagne-marchespublics.com,,True,False,False,OK_WITH_WARNING,missing_protocol,2019-07-18,True
11277,profile,FIPHFP,fiphfp,marches.caissedesdepots.fr,marches.caissedesdepots.fr,caissedesdepots.fr,marches,True,False,False,OK_WITH_WARNING,missing_protocol,2017-09-21,True
11278,profile,FIVA,fiva,www.achatpublic.com,achatpublic.com,achatpublic.com,,True,False,False,OK_WITH_WARNING,missing_protocol,2017-01-27,True
11279,profile,FLERS AGGLO,flers agglo,www.achatpublic.com,achatpublic.com,achatpublic.com,,True,False,False,OK_WITH_WARNING,missing_protocol,2020-01-11,True
11280,profile,FLUXEL,fluxel,agysoft.marches-publics.info,agysoft.marches-publics.info,marches-publics.info,agysoft,True,False,False,OK_WITH_WARNING,missing_protocol,2020-12-10,True
11281,profile,FLUXEL,fluxel,fluxel.marcoweb.fr,fluxel.marcoweb.fr,marcoweb.fr,fluxel,True,False,False,OK_WITH_WARNING,missing_protocol,2019-02-06,False
11282,profile,FLUXEL SAS,fluxel sas,fluxel.marcoweb.fr,fluxel.marcoweb.fr,marcoweb.fr,fluxel,True,False,False,OK_WITH_WARNING,missing_protocol,2016-12-02,True
11283,profile,FMSH,fmsh,www.achatpublic.com,achatpublic.com,achatpublic.com,,True,False,False,OK_WITH_WARNING,missing_protocol,2018-09-16,True
11284,profile,FNCCR,fnccr,www.achatpublic.com,achatpublic.com,achatpublic.com,,True,False,False,OK_WITH_WARNING,missing_protocol,2017-11-07,True
11285,profile,FNCLCC,fnclcc,unicancer.e-marchespublics.com,unicancer.e-marchespublics.com,e-marchespublics.com,unicancer,True,False,False,OK_WITH_WARNING,missing_protocol,2018-08-23,True
11286,profile,FONCIA IPM,foncia ipm,www.achatpublic.com,achatpublic.com,achatpublic.com,,True,False,False,OK_WITH_WARNING,missing_protocol,2019-12-04,True
11287,profile,FONCIERE D HABITAT ET HUMANISME,fonciere d habitat et humanisme,www.achatpublic.com,achatpublic.com,achatpublic.com,,True,False,False,OK_WITH_WARNING,missing_protocol,2019-05-18,True
11288,profile,FONCIERE D HABITAT ET HUMANISME,fonciere d habitat et humanisme,ciclop.marcoweb.fr,ciclop.marcoweb.fr,marcoweb.fr,ciclop,True,False,False,OK_WITH_WARNING,missing_protocol,2016-11-17,False
11289,profile,FONCIERE DOMAINE DE LA BAIE RK,fonciere domaine de la baie rk,www.marches-securises.fr,marches-securises.fr,marches-securises.fr,,True,False,False,OK_WITH_WARNING,missing_protocol,2018-07-31,True
11290,profile,FOND D INDEMNISATION VICTIMES AMIANTE,fond d indemnisation victimes amiante,www.achatpublic.com,achatpublic.com,achatpublic.com,,True,False,False,OK_WITH_WARNING,missing_protocol,2019-09-26,True
11291,profile,FONDATION ACTION CULTUREL INT MONTAGNE,fondation action culturel int montagne,fondation-facim.fr,fondation-facim.fr,fondation-facim.fr,,True,False,False,OK_WITH_WARNING,missing_protocol,2019-04-25,True
11292,profile,FONDATION AGIR CONTRE L EXCLUSION,fondation agir contre l exclusion,fondationface.e-marchespublics.com,fondationface.e-marchespublics.com,e-marchespublics.com,fondationface,True,False,False,OK_WITH_WARNING,missing_protocol,2019-03-19,True
11293,profile,FONDATION ARC EN CIEL,fondation arc en ciel,www.achatpublic.com,achatpublic.com,achatpublic.com,,True,False,False,OK_WITH_WARNING,missing_protocol,2019-08-30,True
11294,profile,FONDATION ARC EN CIEL,fondation arc en ciel,www.marches-securises.fr,marches-securises.fr,marches-securises.fr,,True,False,False,OK_WITH_WARNING,missing_protocol,2017-12-22,False
11295,profile,FONDATION GOURLET BONTEMPS,fondation gourlet bontemps,www.gcsms-ehpadpublics94.fr,gcsms-ehpadpublics94.fr,gcsms-ehpadpublics94.fr,,True,False,False,OK_WITH_WARNING,missing_protocol,2016-03-01,True
11296,profile,FONDATION JEAN MOULIN,fondation jean moulin,www.achatpublic.com,achatpublic.com,achatpublic.com,,True,False,False,OK_WITH_WARNING,missing_protocol,2019-07-02,True
11297,profile,FONDATION JEAN MOULIN,fondation jean moulin,interco.achatpublic.com,interco.achatpublic.com,achatpublic.com,interco,True,False,False,OK_WITH_WARNING,missing_protocol,2019-01-30,False
11298,profile,FONDATION JEAN-JACQUES LAFFONT,fondation jean-jacques laffont,www.achatpublic.com,achatpublic.com,achatpublic.com,,True,False,False,OK_WITH_WARNING,missing_protocol,2020-07-02,True
11299,profile,FONDATION MAIS DES SCIENCES DE L HOMME,fondation mais des sciences de l homme,www.achatpublic.com,achatpublic.com,achatpublic.com,,True,False,False,OK_WITH_WARNING,missing_protocol,2017-07-20,True
11300,profile,FONDATION MALLET,fondation mallet,www.fondationmallet.fr,fondationmallet.fr,fondationmallet.fr,,True,False,False,OK_WITH_WARNING,missing_protocol,2018-05-25,True
11301,profile,FONDATION PARTENARIALE POLYTECH,fondation partenariale polytech,www.klekoon.com,klekoon.com,klekoon.com,,True,False,False,OK_WITH_WARNING,missing_protocol,2020-04-19,True
11302,profile,FONDATION PAULIANI,fondation pauliani,www.e-marchespublics.com,e-marchespublics.com,e-marchespublics.com,,True,False,False,OK_WITH_WARNING,missing_protocol,2019-12-14,True
11303,profile,FONDATION PAUMIER VERNES,fondation paumier vernes,www.e-architecte.com,e-architecte.com,e-architecte.com,,True,False,False,OK_WITH_WARNING,missing_protocol,2018-06-01,True
11304,profile,FONDATION RECHERCHE SUR BIODIVERSITE,fondation recherche sur biodiversite,www.fondationbiodiversite.fr,fondationbiodiversite.fr,fondationbiodiversite.fr,,True,False,False,OK_WITH_WARNING,missing_protocol,2017-04-03,True
11305,profile,FONDATION VALLEE,fondation vallee,www.achatpublic.com,achatpublic.com,achatpublic.com,,True,False,False,OK_WITH_WARNING,missing_protocol,2017-04-13,True
11306,profile,FONDATION VLGE SANTE HOSPIT ALTITUDE,fondation vlge sante hospit altitude,marchesonline.achatpublic.com,marchesonline.achatpublic.com,achatpublic.com,marchesonline,True,False,False,OK_WITH_WARNING,missing_protocol,2017-05-18,True
11307,profile,FONDATION VOIR ET ENTENDRE,fondation voir et entendre,www.achatpublic.com,achatpublic.com,achatpublic.com,,True,False,False,OK_WITH_WARNING,missing_protocol,2016-03-31,True
11308,profile,FONDS GARANTIE ASSUR OBL DE DOMMAGES,fonds garantie assur obl de dommages,www.fondsdegarantie.fr,fondsdegarantie.fr,fondsdegarantie.fr,,True,False,False,OK_WITH_WARNING,missing_protocol,2020-12-31,True
11309,profile,FONDS REG D ART CONTEMPORAIN BRETAGNE,fonds reg d art contemporain bretagne,www.fracbretagne.fr,fracbretagne.fr,fracbretagne.fr,,True,False,False,OK_WITH_WARNING,missing_protocol,2018-06-05,True
11310,profile,FONTAINE AU PIRE,fontaine au pire,marches.cdg59.fr,marches.cdg59.fr,cdg59.fr,marches,True,False,False,OK_WITH_WARNING,missing_protocol,2015-03-03,True
11311,profile,FOUGERES HABITAT OPH DU PAYS FOUGERES,fougeres habitat oph du pays fougeres,www.centraledesmarches.com,centraledesmarches.com,centraledesmarches.com,,True,False,False,OK_WITH_WARNING,missing_protocol,2017-09-06,True
11312,profile,FOURMIES HABITAT,fourmies habitat,www.synapse-entreprises.com,synapse-entreprises.com,synapse-entreprises.com,,True,False,False,OK_WITH_WARNING,missing_protocol,2020-02-27,True
11313,profile,FOYER D'ACCUEIL ADULTES HANDICAPES,foyer d accueil adultes handicapes,www.boamp.fr,boamp.fr,boamp.fr,,True,False,False,OK_WITH_WARNING,missing_protocol,2016-10-27,True
11314,profile,FOYER LUDOVIC LAPEYRERE,foyer ludovic lapeyrere,marches.gers.fr,marches.gers.fr,gers.fr,marches,True,False,False,OK_WITH_WARNING,missing_protocol,2015-11-06,True
11315,profile,FOYER-LOGEMENT EHPAD 'LES MIMOSAS',foyer-logement ehpad les mimosas,www.marches-securises.fr,marches-securises.fr,marches-securises.fr,,True,False,False,OK_WITH_WARNING,missing_protocol,2016-02-12,True
11316,profile,FPSPP,fpspp,www.achatpublic.com,achatpublic.com,achatpublic.com,,True,False,False,OK_WITH_WARNING,missing_protocol,2018-08-03,True
11317,profile,FPSPP,fpspp,www.boamp.fr,boamp.fr,boamp.fr,,True,False,False,OK_WITH_WARNING,missing_protocol,2016-06-01,False
11318,profile,FRANCE GALOP,france galop,francegalop.e-marchespublics.com,francegalop.e-marchespublics.com,e-marchespublics.com,francegalop,True,False,False,OK_WITH_WARNING,missing_protocol,2019-11-15,True
11319,profile,FRANCE GALOP,france galop,pro-france.egis.fr,pro-france.egis.fr,egis.fr,pro-france,True,False,False,OK_WITH_WARNING,missing_protocol,2018-03-13,False
11320,profile,FRANCE GALOP,france galop,www.boamp.fr,boamp.fr,boamp.fr,,True,False,False,OK_WITH_WARNING,missing_protocol,2015-07-15,False
11321,profile,FRANCE TERRE D ASILE,france terre d asile,www.marches-publics.info,marches-publics.info,marches-publics.info,,True,False,False,OK_WITH_WARNING,missing_protocol,2019-06-26,True
11322,profile,FREHA,freha,freha.synapse-entreprise.com,freha.synapse-entreprise.com,synapse-entreprise.com,freha,True,False,False,OK_WITH_WARNING,missing_protocol,2017-02-09,True
11323,profile,FREJUS AMENAGEMENT,frejus amenagement,www.marches-securises.fr,marches-securises.fr,marches-securises.fr,,True,False,False,OK_WITH_WARNING,missing_protocol,2019-10-14,True
11324,profile,FUTURE MANUFACTURING,future manufacturing,www.achatpublic.com,achatpublic.com,achatpublic.com,,True,False,False,OK_WITH_WARNING,missing_protocol,2019-04-19,True
11325,profile,Fondation Bon Sauveur Alby,fondation bon sauveur alby,fbsa.marchespublics.com,fbsa.marchespublics.com,marchespublics.com,fbsa,True,False,False,OK_WITH_WARNING,missing_protocol,2020-09-09,True
